,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster
9964,White,Male,50,Self-emp-not-inc,11,Exec-managerial,<=50K,>50K,-0.428266405,0.512351056,1
10424,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
7289,White,Male,10,Private,9,Adm-clerical,<=50K,<=50K,0.290962084,-0.687528427,0
32003,White,Male,40,Private,11,Prof-specialty,<=50K,>50K,-0.458035304,0.501325076,1
39224,White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,-0.008561928,-0.406682153,0
11471,White,Male,20,Private,10,Tech-support,<=50K,<=50K,-0.060480325,-0.323844038,0
439,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
32598,White,Male,30,State-gov,13,Prof-specialty,<=50K,<=50K,-0.610017529,1.006642186,1
29674,White,Male,30,Private,9,Transport-moving,<=50K,>50K,-0.195322784,-0.365128866,0
20166,White,Male,50,Federal-gov,9,Prof-specialty,<=50K,>50K,-0.415605567,0.54198997,1
18084,White,Male,70,Local-gov,4,Protective-serv,<=50K,<=50K,0.214705083,0.923769776,1
16690,White,Male,30,State-gov,10,Machine-op-inspct,<=50K,>50K,-0.246994409,0.022130692,0
48298,White,Male,20,Private,8,Farming-fishing,<=50K,<=50K,0.128960042,-0.447390639,0
15383,Non-White,Male,70,Self-emp-inc,3,Exec-managerial,<=50K,>50K,0.18356366,0.642278156,1
45301,White,Male,20,Private,11,Machine-op-inspct,<=50K,<=50K,-0.117178773,-0.455914443,0
23803,White,Male,20,Private,9,Exec-managerial,<=50K,<=50K,-0.155687117,-0.160192213,0
1253,White,Female,40,Self-emp-inc,13,Adm-clerical,>50K,>50K,-0.333391078,0.411468366,1
14901,Non-White,Male,50,Local-gov,11,Exec-managerial,<=50K,<=50K,-0.413203041,0.512538945,1
7229,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.174325102,0.166176516,1
43077,White,Male,30,Federal-gov,10,Adm-clerical,<=50K,>50K,-0.199544017,-0.112970191,0
10077,White,Male,40,Private,16,Sales,>50K,>50K,-0.47237196,0.618839723,1
12297,White,Female,50,Local-gov,9,Adm-clerical,<=50K,<=50K,-0.139561249,0.05044311,0
828,White,Male,20,Private,11,Craft-repair,<=50K,<=50K,-0.173874642,-0.305375676,0
41564,White,Male,60,Unknown,13,Unknown,<=50K,>50K,1.994315782,1.247469365,2
9493,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328,0.652612969,2
8506,White,Male,50,Self-emp-not-inc,14,Exec-managerial,>50K,>50K,-0.552976698,0.979249571,1
3727,White,Male,60,Private,6,Craft-repair,<=50K,<=50K,0.224740536,-0.200571007,0
16172,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.174325102,0.166176516,1
43484,Non-White,Male,30,State-gov,14,Prof-specialty,<=50K,<=50K,-0.622208116,1.192279122,1
27591,White,Male,40,Federal-gov,14,Sales,>50K,>50K,-0.497659387,0.635750805,1
38649,Non-White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.05746371,-0.75439006,0
41547,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
3942,White,Male,30,Self-emp-not-inc,7,Farming-fishing,<=50K,<=50K,-0.024507228,-0.019746783,0
36361,White,Male,60,Private,9,Machine-op-inspct,<=50K,>50K,0.100414972,-0.27985605,0
5158,Non-White,Female,50,Private,9,Machine-op-inspct,<=50K,<=50K,0.013313256,-0.580822802,0
26987,White,Male,10,Private,9,Handlers-cleaners,<=50K,<=50K,0.318434632,-0.825170269,0
29175,White,Male,40,Self-emp-not-inc,14,Craft-repair,>50K,>50K,-0.518036054,0.707232448,1
45003,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.290139465,-0.04244394,0
33525,White,Male,10,Private,9,Craft-repair,<=50K,<=50K,0.229598187,-0.639543202,0
16733,Non-White,Male,30,Private,10,Transport-moving,<=50K,>50K,-0.100959709,-0.41970498,0
43902,White,Male,50,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.400508492,0.483742237,1
9721,White,Male,30,Federal-gov,9,Craft-repair,<=50K,>50K,-0.299196414,-0.121362433,0
32640,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
38352,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.146394484,-0.267246703,0
12746,White,Female,30,Private,11,Exec-managerial,<=50K,>50K,-0.262881462,0.034976539,0
12874,White,Female,20,Private,13,Tech-support,<=50K,<=50K,-0.127955952,-0.132493028,0
18423,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.156446653,-0.394855964,0
28218,White,Male,40,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.433807654,0.509342313,1
16053,White,Male,50,Private,9,Transport-moving,<=50K,>50K,-0.186565646,-0.269384924,0
6481,White,Female,40,State-gov,16,Prof-specialty,>50K,>50K,-0.641148712,1.551351088,1
17627,White,Male,30,Self-emp-inc,13,Craft-repair,>50K,>50K,-0.483898285,0.41312283,1
5295,White,Female,30,Private,7,Other-service,<=50K,<=50K,0.254435573,-0.725221883,0
7974,White,Female,30,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.504974987,1.078483634,1
3379,White,Male,30,Self-emp-inc,9,Sales,>50K,>50K,-0.303809149,0.106818065,1
10410,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
34624,White,Male,70,Self-emp-not-inc,10,Farming-fishing,<=50K,<=50K,0.262367634,0.575231201,1
17925,Non-White,Female,50,Private,6,Adm-clerical,<=50K,<=50K,0.199002718,-0.549522984,0
29921,White,Female,40,Local-gov,9,Transport-moving,<=50K,<=50K,-0.207647433,0.098960684,0
2081,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
21375,White,Male,30,Private,12,Craft-repair,<=50K,>50K,-0.268549966,-0.185150945,0
8251,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
24033,White,Male,50,Unknown,4,Unknown,<=50K,<=50K,2.002055547,0.947667313,2
32999,White,Male,40,Self-emp-inc,16,Prof-specialty,>50K,>50K,-0.753881091,1.60045345,1
9597,White,Female,40,Self-emp-not-inc,13,Farming-fishing,<=50K,<=50K,-0.302595423,0.500523618,1
34873,Non-White,Female,20,Private,9,Other-service,<=50K,<=50K,0.220603452,-0.802725831,0
42160,Non-White,Female,50,Private,9,Craft-repair,<=50K,<=50K,-0.043382613,-0.430284035,0
36854,White,Female,40,Private,13,Adm-clerical,<=50K,>50K,-0.214264913,-0.018973868,0
14926,White,Male,40,State-gov,11,Exec-managerial,>50K,>50K,-0.521187938,0.687686945,1
47461,White,Male,30,Private,6,Craft-repair,<=50K,<=50K,-0.040878226,-0.411314863,0
17371,Non-White,Male,20,Self-emp-not-inc,13,Prof-specialty,<=50K,<=50K,-0.359868234,0.62820452,1
2214,White,Male,40,State-gov,10,Transport-moving,<=50K,<=50K,-0.301655427,0.26894575,1
38942,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.05527054,-0.25806616,0
14581,White,Female,50,Self-emp-not-inc,9,Adm-clerical,>50K,>50K,-0.098550038,-0.06069836,0
43065,White,Male,40,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.695211674,1.476628533,1
30455,White,Female,10,Private,5,Other-service,<=50K,<=50K,0.611401029,-0.902166618,0
38240,White,Male,50,Self-emp-not-inc,13,Prof-specialty,<=50K,>50K,-0.54163802,0.952650316,1
13529,White,Female,20,State-gov,13,Adm-clerical,<=50K,<=50K,-0.175349659,0.19828697,1
46520,White,Male,40,Private,3,Handlers-cleaners,<=50K,<=50K,-0.093795928,-0.426513356,0
15290,Non-White,Male,50,Private,10,Other-service,<=50K,<=50K,0.019511408,-0.457842892,0
39755,White,Male,40,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.644945277,1.128674564,1
13265,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745597,0.968223591,1
29810,White,Male,40,Private,11,Adm-clerical,<=50K,>50K,-0.271505116,-0.114268609,0
19283,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
8494,White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,-0.046850428,-0.46305962,0
19486,White,Male,40,Private,13,Sales,>50K,>50K,-0.352097468,0.120461582,1
45127,White,Male,20,Unknown,12,Unknown,<=50K,<=50K,1.959371522,0.751145695,2
14608,White,Female,40,Private,8,Adm-clerical,<=50K,<=50K,0.111524766,-0.496191772,0
25162,White,Female,50,Private,6,Other-service,<=50K,<=50K,0.219855099,-0.549533759,0
33707,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
42833,Non-White,Female,40,Private,13,Prof-specialty,<=50K,>50K,-0.344720526,0.485666236,1
27638,White,Female,40,Private,4,Other-service,<=50K,<=50K,0.127263433,-0.314740363,0
3349,White,Male,50,State-gov,10,Exec-managerial,>50K,<=50K,-0.363172946,0.566030599,1
5483,White,Female,50,State-gov,4,Other-service,<=50K,<=50K,0.040483476,0.116012691,0
43282,White,Female,20,Private,10,Farming-fishing,<=50K,<=50K,0.098016656,-0.311550259,0
4829,Non-White,Male,30,Private,10,Machine-op-inspct,<=50K,<=50K,-0.070840715,-0.54517602,0
3014,Non-White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.181964995,-0.635384008,0
32683,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
14726,White,Female,40,State-gov,9,Other-service,<=50K,<=50K,-0.114544614,0.003673172,0
32371,White,Female,50,Private,10,Adm-clerical,<=50K,<=50K,0.000195209,-0.310938212,0
21435,White,Male,20,Private,11,Prof-specialty,<=50K,>50K,-0.299040932,0.262232785,1
31630,White,Male,50,Local-gov,9,Transport-moving,<=50K,>50K,-0.288033605,0.148373865,1
5962,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.146394484,-0.267246703,0
25808,White,Female,40,Private,10,Other-service,<=50K,<=50K,0.043823004,-0.396302492,0
24682,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
46928,White,Male,40,Private,9,Sales,<=50K,>50K,-0.209225007,-0.202280151,0
16022,White,Male,40,Private,6,Machine-op-inspct,<=50K,>50K,-0.008724381,-0.440509611,0
28864,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
37392,White,Male,30,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.244067907,0.022933646,0
6932,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
17476,Non-White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.206299965,-0.158957221,0
30118,White,Male,50,Self-emp-not-inc,10,Craft-repair,<=50K,<=50K,-0.235310769,0.118677588,1
35820,White,Male,20,Private,9,Protective-serv,<=50K,<=50K,-0.144048945,-0.137079493,0
16673,White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.119707162,0.521222245,2
35530,White,Male,60,Private,7,Sales,>50K,>50K,0.305294822,-0.26407822,0
25814,Non-White,Female,40,Federal-gov,9,Other-service,<=50K,<=50K,-0.015687675,-0.344934834,0
34500,Non-White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,0.009224148,-0.574013201,0
21576,White,Male,20,Self-emp-not-inc,10,Farming-fishing,<=50K,<=50K,-0.076125424,0.070080316,0
34066,White,Female,10,Private,10,Adm-clerical,<=50K,<=50K,0.442935917,-0.706164217,0
46759,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
16452,Non-White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.031372735,-0.568762993,0
44407,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
10854,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
1826,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
48591,White,Female,50,Local-gov,14,Prof-specialty,<=50K,>50K,-0.53722906,1.285369046,1
23558,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
44800,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.576680115,0.832084047,1
13492,White,Male,70,Unknown,14,Unknown,>50K,>50K,2.133377263,1.720718637,2
4650,White,Female,30,Private,11,Prof-specialty,<=50K,>50K,-0.319807947,0.304967801,1
22518,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.281382327,0.053300002,0
19745,White,Female,20,Private,13,Prof-specialty,<=50K,<=50K,-0.241800729,0.357527526,1
25274,White,Male,20,Private,6,Machine-op-inspct,<=50K,<=50K,0.150269991,-0.679601903,0
41504,White,Male,50,Self-emp-inc,16,Prof-specialty,>50K,>50K,-0.72058193,1.574853373,1
18159,Non-White,Male,20,Federal-gov,13,Exec-managerial,<=50K,<=50K,-0.319781758,0.270294645,1
42715,Non-White,Female,40,Private,9,Other-service,<=50K,<=50K,0.06160908,-0.56363354,0
3058,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
37902,White,Female,30,Self-emp-not-inc,9,Other-service,<=50K,<=50K,-0.030380218,-0.267406659,0
40241,White,Female,20,Private,13,Prof-specialty,<=50K,<=50K,-0.241800729,0.357527526,1
23670,White,Female,40,Private,9,Other-service,<=50K,<=50K,0.005534505,-0.452679959,0
19680,Non-White,Male,30,Private,11,Machine-op-inspct,<=50K,<=50K,-0.195556546,-0.449119751,0
16189,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
4873,White,Male,20,Private,8,Craft-repair,<=50K,<=50K,0.095469907,-0.612285582,0
32989,White,Male,40,Private,6,Exec-managerial,<=50K,<=50K,-0.133660056,0.007646355,0
17988,White,Male,40,Private,8,Machine-op-inspct,<=50K,<=50K,-0.006828596,-0.523732057,0
21666,White,Male,10,Private,7,Other-service,<=50K,<=50K,0.592248085,-0.94969069,0
17442,White,Male,60,Private,13,Adm-clerical,<=50K,>50K,-0.03778946,0.145439226,0
23312,Non-White,Female,30,Federal-gov,10,Tech-support,<=50K,<=50K,-0.10246952,-0.173363897,0
29003,White,Female,20,State-gov,10,Other-service,<=50K,<=50K,0.082738258,-0.179041653,0
1646,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
3700,Non-White,Male,20,Private,10,Other-service,<=50K,<=50K,0.145206619,-0.671335108,0
24809,White,Male,30,Local-gov,9,Craft-repair,<=50K,>50K,-0.323367617,0.07769765,1
10293,White,Male,40,Private,6,Transport-moving,<=50K,<=50K,-0.038843375,-0.315038571,0
23625,White,Male,30,Self-emp-inc,10,Transport-moving,>50K,>50K,-0.27616045,0.121690836,1
8980,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
7882,Non-White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.104461186,-0.498999944,0
8853,White,Female,30,State-gov,9,Adm-clerical,<=50K,<=50K,-0.166929546,-0.00670649,0
21830,Non-White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.118250526,0.055222935,0
5050,White,Female,30,Private,10,Exec-managerial,<=50K,>50K,-0.138165632,-0.06107973,0
2306,White,Male,40,Private,6,Machine-op-inspct,<=50K,>50K,-0.008724381,-0.440509611,0
45830,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.162707656,0.060264289,0
34257,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
10913,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328,0.652612969,2
35468,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
35188,White,Female,30,Private,10,Transport-moving,<=50K,>50K,-0.043348951,-0.383764656,0
11732,White,Female,50,Private,9,Sales,<=50K,<=50K,-0.062240513,-0.302893485,0
12084,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
10826,White,Male,20,Local-gov,14,Prof-specialty,<=50K,<=50K,-0.525219183,1.146890088,1
7315,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
14578,White,Male,10,Private,10,Other-service,<=50K,<=50K,0.406177541,-0.742115317,0
15560,White,Male,40,Private,10,Machine-op-inspct,<=50K,>50K,-0.151457315,-0.31287842,0
18513,White,Female,30,Private,10,Tech-support,<=50K,<=50K,-0.08124734,-0.281109021,0
24968,Non-White,Female,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.457527162,0.93002428,1
39901,White,Female,30,Private,10,Exec-managerial,<=50K,>50K,-0.138165632,-0.06107973,0
4144,White,Male,30,Private,7,Craft-repair,<=50K,<=50K,0.002459385,-0.491259045,0
20644,White,Female,20,Private,10,Exec-managerial,<=50K,<=50K,-0.003713284,-0.178828003,0
45917,Non-White,Female,30,Private,13,Other-service,>50K,>50K,-0.056721357,-0.362235824,0
12404,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
42731,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.133063213,-0.525688205,0
39166,White,Male,60,State-gov,12,Prof-specialty,<=50K,<=50K,-0.248176613,1.049554502,1
129,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745597,0.968223591,1
34356,Non-White,Male,30,Local-gov,9,Other-service,<=50K,>50K,-0.129002187,-0.192205512,0
37177,White,Female,10,Private,5,Other-service,<=50K,<=50K,0.611401029,-0.902166618,0
35842,White,Female,20,Private,7,Machine-op-inspct,<=50K,<=50K,0.307292935,-0.834559342,0
39696,White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.262374541,-0.04800364,0
37963,White,Male,30,Local-gov,10,Protective-serv,<=50K,>50K,-0.341680752,0.454805036,1
30418,White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.012205087,-0.44941717,0
34853,White,Male,50,Federal-gov,9,Craft-repair,>50K,>50K,-0.290439277,-0.025618492,0
28634,White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.160535761,-0.388046363,0
6941,White,Male,40,Local-gov,13,Prof-specialty,>50K,<=50K,-0.615948392,1.089391863,1
34822,Non-White,Male,60,Federal-gov,12,Other-service,<=50K,<=50K,0.11413747,-0.025611546,0
19614,White,Male,20,Private,9,Other-service,<=50K,<=50K,0.050843544,-0.616758993,0
35724,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529,-0.574023977,0
21849,White,Female,20,Private,9,Machine-op-inspct,<=50K,<=50K,0.082933891,-0.683361436,0
4085,White,Male,30,Private,12,Adm-clerical,<=50K,>50K,-0.207186068,-0.23313617,0
2320,White,Male,30,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.237832517,-0.169347658,0
23575,White,Female,40,Private,11,Exec-managerial,<=50K,>50K,-0.287423487,0.156320558,1
21927,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
20213,Non-White,Female,60,Local-gov,13,Prof-specialty,<=50K,<=50K,-0.156027698,0.992824862,1
41714,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
5241,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.492519951,0.672632253,1
19807,White,Male,20,Private,10,Other-service,<=50K,<=50K,0.089132043,-0.560381526,0
7298,Non-White,Male,40,Private,11,Machine-op-inspct,<=50K,>50K,-0.22009857,-0.327775732,0
10306,White,Female,60,Private,9,Adm-clerical,<=50K,<=50K,0.218768334,-0.252315764,0
31893,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
5388,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
34477,White,Female,40,State-gov,9,Exec-managerial,<=50K,>50K,-0.321075274,0.460239952,1
29728,White,Male,40,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.695211674,1.476628533,1
14802,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
17713,White,Female,30,Federal-gov,12,Adm-clerical,>50K,>50K,-0.17079749,-0.089450721,0
19624,Non-White,Male,20,Private,9,Farming-fishing,<=50K,<=50K,0.002117399,-0.40386805,0
12380,White,Male,50,Private,10,Prof-specialty,>50K,<=50K,-0.300020312,0.379668731,1
11786,White,Male,60,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.046688951,0.531294701,1
45278,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
42220,White,Male,60,Private,9,Transport-moving,<=50K,>50K,0.070295978,-0.15438501,0
46119,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.146394484,-0.267246703,0
22746,Non-White,Female,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.514453647,1.200015542,1
35677,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.570528222,1.310969123,1
8836,White,Male,70,Unknown,15,Unknown,<=50K,<=50K,2.126781337,1.904917609,2
12417,White,Male,20,Private,10,Other-service,<=50K,<=50K,0.089132043,-0.560381526,0
14103,White,Female,10,Private,9,Prof-specialty,<=50K,<=50K,0.218117229,-0.146947998,0
35783,White,Female,20,Private,9,Exec-managerial,<=50K,<=50K,-0.042001783,-0.23520547,0
37214,White,Male,20,Private,10,Machine-op-inspct,<=50K,<=50K,0.007537057,-0.551970712,0
24822,White,Female,20,Private,11,Other-service,<=50K,<=50K,0.078101546,-0.539338514,0
7920,White,Male,40,Private,11,Craft-repair,<=50K,>50K,-0.332869014,-0.066283385,0
45602,White,Male,30,Federal-gov,13,Prof-specialty,>50K,<=50K,-0.567235166,0.768987762,1
18130,Non-White,Male,20,Self-emp-not-inc,9,Transport-moving,<=50K,>50K,-0.065252608,-0.287213402,0
36212,White,Male,10,Private,9,Craft-repair,<=50K,<=50K,0.229598187,-0.639543202,0
25232,White,Female,20,Private,13,Exec-managerial,<=50K,<=50K,-0.184874244,0.087536264,0
11081,White,Male,60,Private,2,Handlers-cleaners,<=50K,<=50K,0.218739737,-0.393279669,0
21600,Non-White,Male,50,Private,13,Other-service,<=50K,<=50K,-0.161649552,-0.191478626,0
45864,White,Female,30,Private,13,Sales,<=50K,>50K,-0.213870111,-0.075895693,0
21719,White,Female,10,Private,9,Handlers-cleaners,<=50K,<=50K,0.432119965,-0.900183526,0
33049,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.481181272,0.646032998,1
18386,White,Male,30,Private,9,Protective-serv,<=50K,>50K,-0.278501293,-0.01933122,0
47384,White,Male,50,Self-emp-not-inc,11,Craft-repair,<=50K,>50K,-0.360026599,0.214733857,1
19652,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.282356406,-0.033443821,0
